product_id,product_name,shop_id,shop_city,is_official,price,sold_count,rating_average,view_count,liked_count,kategori_penjualan
2362429721,baju batik pria abadi batik kemeja batik pria lengan pendek,83517865,KOTA PEKALONGAN,False,35000,27383,4.7,54338.0,2945,Atas
3324068305,baju kaos anak unisex  - cowok / cewek => new color,163001621,KOTA JAKARTA BARAT,False,12900,26944,4.91,8280.0,2786,Atas
1953500748,littleonyih kaos anak usia 6bln - 3 thn baju anak cowok / unisex part 3,6703008,KOTA JAKARTA BARAT,False,19800,26750,4.89,18904.0,20403,Atas
2790737981,kaos 3second kaos distro part 3 baju kaos pria baju pria pakaian pria kaos atasan pria,176456485,KOTA SEMARANG,False,34200,26626,4.8,9501.0,7750,Atas
8068552635,kaos nasa h&m original  uniqlo  pria  distro  oversize  atasan  baju,469959627,KOTA BANDUNG,False,49500,26102,4.65,381141.0,52594,Atas
5624097544,baju koko anak gus azmi trendy masakini  kurta anak  baju muslim anak,25016896,KOTA PEKALONGAN,False,24500,25327,4.65,3741.0,3677,Atas
4840418070,baju bali barong jumbo xxl baju pria wanita santai rayon tebal baju bali jumbo,145220832,KAB. PEKALONGAN,False,13999,25314,4.85,25532.0,4221,Atas
4260923331,kaos japan/baju kaos pria/atasan//baju kaos peria/baju kaos desain samurai/kaos distro peria terbaru/cod/kaos polos pria/kaos unisex/baju/kaos/atsan distro/kaos lengan pendek/kaos distro/baju atasan/baju cowok/baju distro/kaos desain jepang,58729651,KOTA JAKARTA BARAT,False,25705,24948,4.65,24260.0,4508,Atas
2599531685,baju kaos tshirt distro orang tua sepanjang masa,7042031,KOTA JAKARTA BARAT,False,26500,24756,4.78,1789.0,5582,Atas
5016592992,r25 / kaos rose stand out / kaos pria / kaos distro,142067989,KOTA JAKARTA BARAT,False,15900,24737,4.69,5540.0,9272,Atas
82141756,kaos polo pria  baju kerah pria kasual kombinasi cowok  kaos kerah,1233647,KOTA JAKARTA UTARA,False,21900,24562,4.66,5637.0,8957,Atas
6439303804,koko kurta pakistan agam original busana muslim terlaris srikaha,9685276,KOTA PEKALONGAN,False,59999,24545,4.71,5636.0,5329,Atas
4703658307,kaos distro kaos jogja kaos murah ukuran sampai jumbo xxl kaos malioboro kaos kata kata khas jogja,59756990,KOTA YOGYAKARTA,False,11999,24353,4.74,12902.0,4078,Atas
11608909835,baju koko kurta terbaru,455708848,KAB. PEKALONGAN,False,55000,24332,4.72,6433.0,220,Atas
4767495545,kaos murah kaos distro murah baju  distro pria t-shirt murah combed30s mandarin putih,168959669,KOTA JAKARTA UTARA,False,27000,24266,4.6,93121.0,7217,Atas
2175061991,kaos polos baju new states apparel nsa premium cotton 7200 short sleeve/ lengan pendek import ori,3277865,KOTA SURABAYA,False,37900,24206,4.85,13975.0,4054,Atas
